zip,qualified,kw_total
63074,5524,79609.25
63088,2719,52151.75
63099,1,841.25
63101,168,21688
63102,379,48621
63103,832,93443.75
63104,4564,95601.75
63105,2886,63785
63106,1775,63731
63107,3446,38050
63108,2780,72824.25
63109,9444,92663.75
63110,5470,194359.5
63111,5780,78441.5
63112,4386,58405.5
63113,3901,45108.25
63114,14570,229932.5
63115,6950,88096.5
63116,13820,163017
63117,2968,44253
63118,7403,93676.25
63119,10539,140419
63120,3224,72172.75
63121,7631,88402.75
63122,14534,230971
63123,16783,244497.75
63124,3826,76728.25
63125,10201,154067.5
63126,6334,131177.25
63127,2140,58548
63128,10456,220096
63129,16351,269725.25
63130,7465,88504.75
63131,6653,166709
63132,5235,185480.75
63133,2275,55164
63134,5417,142175.25
63135,5304,66829.25
63136,11613,155270.75
63137,5219,67366.25
63138,4396,74263.5
63139,8308,109779.25
63140,158,3715.5
63141,6875,208567.5
63143,2456,42572.75
63144,3154,84793
63145,68,19458.75
63146,8871,274589
63147,3877,125206.25
63167,14,1192.5
63182,2,1504
63301,16471,341307.5
63303,14736,268788.75
63304,13826,231366.25
63341,13,1064.25
63366,12862,281487.25
63367,3169,79104.75
63368,13390,228375
63376,24104,445784.75
63385,92,1328
63386,56,1742.5
63701,8432,173126
63703,2825,104432.5
63780,1184,41098.25
64012,7211,122854.5
64014,6588,100568.5
64015,9158,132268
64016,93,8177
64029,1067,21851.75
64030,5928,142521.75
64034,2485,28512.75
64050,5148,70649.5
64052,4759,43789
64053,1082,10098.75
64054,903,10280.75
64055,8567,152653.25
64056,3979,63509.25
64057,3549,65975.75
64058,1525,18478.75
64060,1,5
64063,5446,72791.25
64064,5853,95989
64068,6256,124911.25
64079,4,57
64080,2542,39004
64081,7427,135101.75
64082,4956,68136.5
64083,7701,110286.5
64086,6452,114029.5
64101,157,17091.75
64102,60,15152
64105,346,32860
64106,895,57352.75
64108,2239,121143
64109,2886,43451.25
64110,4897,65075
64111,3602,99463.75
64112,1458,35510
64113,3814,29098.5
64114,6012,97231.75
64116,5197,264810.25
64117,2593,52302.5
64118,9401,136185.75
64119,7435,89785.5
64120,721,215922.75
64121,1,90.75
64123,2575,36416
64124,2570,29369
64125,544,24166.5
64126,1409,43949
64127,4788,82453.75
64128,4008,40719.25
64129,2030,62508.25
64130,7360,90308.5
64131,5939,84554
64132,3839,72371.75
64133,7999,126041.5
64134,3960,50819.75
64136,520,10351.75
64137,2134,43867.75
64138,5309,79192
64139,581,8684.75
64145,1915,48712
64146,499,8024
64147,110,26273.25
64149,249,4568
64150,691,56341.5
64151,6649,84902
64152,6378,77889.5
64153,1691,115493.75
64154,2775,60004.75
64155,6662,83946.75
64156,1789,23668.5
64157,6221,79300.5
64158,1357,25294.75
64161,389,44449.25
64163,174,3073
64164,69,2122
64165,54,1041
64166,38,668
64167,117,1844.25
64170,23,4829
64197,14,1047.75
64421,13,144.25
64436,27,386.75
64501,3817,76120.25
64503,4854,113891.5
64504,4079,95068.75
64505,5148,66138.5
64506,7058,149036.25
64507,4283,79330.5
64801,15357,377718.25
64804,13199,329069.75
64834,3152,56159.5
64835,1018,13951.5
64836,5923,132372.25
64840,6,268.25
64841,71,1178.25
64855,380,4392.75
64870,5987,120723.5
64999,6,4631.5
65039,4,118.5
65043,1069,20694
65053,27,291.25
65101,4723,111591.75
65109,7448,218886.5
65111,6,3256.75
65201,10159,300525.25
65202,14415,306037.5
65203,18465,350941.75
65212,7,2483
65215,15,815.5
65216,17,1548.75
65255,81,1071.5
65611,57,717.75
65616,4894,164620.5
65619,3166,59898.25
65631,114,1123
65672,2050,45565.75
65679,2,127.5
65714,8674,142504.75
65721,6810,123843.5
65738,1,9.75
65739,174,2890.75
65742,761,14943.5
65753,40,366.25
65757,72,2880
65781,102,1863.5
65802,17757,457819
65803,16328,432419.5
65804,15083,393497.75
65806,3000,73939.5
65807,18851,483192.5
65809,4318,103587.75
65810,8289,174313
65897,6,335.25
65898,4,9651
65899,1,1002.75
66012,14,231.75
66013,137,2400.25
66024,92,1080.25
66025,1674,28923.25
66030,505,10629.25
66031,57,23669.75
66044,4582,92642.75
66045,109,16844.75
66046,4385,121864.5
66047,4423,84632
66049,7632,161893.25
66050,17,307.25
66052,5,50.25
66061,15299,314378.75
66062,20120,377302
66083,103,1620.75
66085,2235,41935
66086,4,226.25
66090,496,19792
66101,3039,54551.5
66102,6175,97245
66103,2621,65626.5
66104,5859,62210
66105,1080,83158.25
66106,5601,146528.25
66109,4286,70684.25
66111,2882,118083.75
66112,2376,46689.25
66115,273,103707.75
66118,103,12540.75
66202,2622,78459.75
66203,4144,89884.5
66204,2824,58713
66205,2051,35800.75
66206,1721,23926.25
66207,2652,42430.5
66208,3265,42945
66209,5813,96157
66210,4646,95242.75
66211,1526,81310.25
66212,5716,108974.25
66213,7514,128878.25
66214,2325,116092.75
66215,5652,228646.5
66216,6367,85370
66217,1238,30868.5
66218,2631,38212.5
66219,2659,151032.25
66220,2523,33795.25
66221,5576,89580.5
66223,6189,114266
66224,3982,69444.75
66226,2304,27007.75
66227,720,13588.75
66402,334,4856.5
66409,282,9606.25
66429,8,82.75
66502,8597,219353.75
66503,3566,64577
66506,66,13297
66542,373,6290.75
66546,100,2586.5
66603,741,33047.5
66604,8946,140022.5
66605,7644,110375.75
66606,4530,77291
66607,3515,72706.75
66608,2628,59451.25
66609,2500,87205.5
66610,3344,55192.5
66611,3804,81333.5
66612,800,28147.5
66614,10006,176450
66615,708,26453
66616,2874,38224.25
66617,903,18900.25
66618,835,66630.75
66619,1090,77678.75
66621,34,5213.5
66622,41,8060.5
66626,1,322.25
66629,4,658.5
66739,905,12363
67002,4958,109763
67026,88,2975.25
67030,51,751.5
67037,9389,182964.25
67052,569,12759.75
67055,53,616.75
67060,5074,73997.25
67067,780,14742.25
67101,1852,45077
67110,1,3.75
67120,42,600
67147,2600,53807.25
67202,543,56656.5
67203,9318,146244.5
67204,7941,130312.25
67205,6357,145322.25
67206,5867,188887
67207,8262,189580.75
67208,6549,114217.25
67209,5268,209339.25
67210,2773,139644.5
67211,6561,109785.5
67212,14797,239195
67213,7709,179167.25
67214,5537,132271.25
67215,2425,88042.75
67216,6652,112100.5
67217,10386,182135.5
67218,7457,121733.5
67219,4678,170580
67220,4431,93419
67221,140,21978.5
67223,276,6214.5
67226,5923,186398.5
67227,220,3396.75
67228,814,15533.25
67230,3982,78804
67232,90,1653.75
67235,4612,79106.5
67260,4,179
67276,66,2576.75
68005,7632,130875.75
68007,3415,49020.5
68010,113,6925
68022,6873,137717
68028,4446,86080.25
68030,14,197.75
68046,7948,153973
68059,29,545.25
68064,4,15.25
68069,697,18277.5
68102,655,68172
68104,7317,73841.25
68105,4790,60318.75
68106,5376,79028.25
68107,6880,100353.75
68108,4113,53488
68110,2773,102021.25
68111,5003,53509
68112,2347,38214.5
68113,309,27634.75
68114,4071,132384.75
68116,9634,145429
68117,3006,88173.25
68118,3106,51805
68122,3554,55919
68123,8509,134094
68124,3795,70185.5
68127,5322,194131.75
68128,4712,118112
68130,6259,119508.25
68131,1963,37376.5
68132,2785,34577.25
68133,3712,56011
68134,7610,139761.25
68135,9359,128130.25
68136,5623,77621.5
68137,6938,203882.25
68138,3941,124448.25
68142,1306,19963.25
68144,6448,137618.75
68147,3150,36372.75
68152,1246,22690.75
68154,5798,113261.5
68157,1704,21953.5
68164,7913,119917
68175,1,627
68178,36,5030.5
68179,1,578.5
68180,1,1240.75
68182,26,4854.75
68183,2,482.5
68197,6,2479.25
68198,2,786
68317,26,477.5
68336,27,946.5
68339,37,540.25
68430,9,109
68461,138,2984.75
68462,29,3499.5
68501,19,4011
68502,8183,106005.25
68503,3863,53924.5
68504,4789,123266.5
68505,5579,87269
68506,9408,143192.5
68507,5861,117014
68508,1688,77670
68510,7227,107323.75
68512,4040,99791.25
68514,8,87.5
68516,13565,236024.5
68517,102,5542.5
68520,616,11949
68521,9542,207866
68522,4178,67940.5
68523,853,14328
68524,1681,58410.75
68526,2110,41008.75
68527,460,9559.5
68528,1913,48362
68531,148,2266.25
68588,5,2199.75
68731,944,14641.5
68776,4009,86142.5
70001,13216,271346
70002,5591,182145.5
70003,14829,283763.25
70005,9131,166815
70006,5356,132004.75
70031,511,8734.25
70032,1874,46410.25
70037,4849,159896
70040,315,9700.5
70043,7278,175645.5
70047,3544,56741.5
70049,47,1739.25
70053,6077,133343.25
70056,11288,256013.5
70057,835,13054.25
70058,13908,374262.75
70060,7,885.75
70062,5957,188156.5
70065,15067,313811
70068,9956,151757.75
70070,1542,26028.25
70072,20035,384015.5
70075,1956,36981
70079,1142,18723.25
70084,1505,36969.25
70085,552,10814
70087,908,48343.5
70092,2686,42389.75
70094,12163,247223.5
70112,865,46686.25
70113,2343,63802.5
70114,7129,145793.75
70115,11658,223459.5
70116,4838,77112.25
70117,11848,210578.25
70118,10937,194848.25
70119,12361,253289
70121,5190,136628
70122,13048,234547
70123,9543,352832.5
70124,7680,152519.25
70125,5567,122853
70126,9858,259672.5
70127,6770,165165
70128,6307,133888.25
70129,2618,104323.25
70130,4126,145609.75
70131,8164,142042
70139,1,621
70146,4,1911.25
70148,4,2057.5
70163,5,98.5
70170,2,45.25
70343,37,940.75
70360,8635,238727.75
70363,6288,147126
70364,5848,117809.75
70395,23,797.75
70401,6967,178060.25
70403,9184,194004.25
70446,11,284
70454,8352,146375
70455,431,8632.75
70462,801,13558.75
70466,874,12499
70501,11032,226808.5
70503,10139,268063.5
70504,16,1348.25
70506,14193,347258.25
70507,5689,140696
70508,15028,389187.75
70517,520,12229.75
70518,6299,199929.25
70520,3815,64909.5
70525,38,627.75
70529,1894,31909.5
70535,4372,93943.25
70550,21,259
70555,1109,21724.25
70558,21,376.75
70560,643,16075.75
70570,9093,202686.75
70577,1165,23431.75
70578,1,1214.75
70582,160,3632.75
70583,4291,92651.75
70584,1,19.5
70592,7319,126238.75
70601,12958,265206.75
70605,9125,211732
70607,4767,121450
70611,2870,56645.75
70615,2117,70355.5
70629,3,747.5
70663,7120,159147
70665,1695,53102
70668,3,19
70669,3035,71953.75
70706,6245,97414.75
70710,962,18456.75
70711,1366,24720.25
70714,6702,131582.5
70719,1798,34476
70725,49,3179
70726,15965,280298.25
70734,2731,60858.75
70737,15483,318166.75
70739,4410,73471
70744,204,3125.75
70764,1,7.25
70767,4905,163846.5
70769,14248,237567.75
70770,678,10626.25
70774,689,10422.25
70777,68,971.75
70778,318,5953
70785,3783,64356.75
70791,8683,202512
70801,94,7562
70802,8743,227664.75
70805,8296,198582.75
70806,8455,274705.5
70807,5417,151899
70808,9824,258494.25
70809,8445,327858
70810,13658,314732
70811,4465,95701.75
70812,3386,55217.75
70814,5196,153204.25
70815,8763,270405.5
70816,11900,320139.5
70817,11879,230203.75
70818,4182,92480.75
70819,1728,32617.75
70820,4191,104925
70827,2,255.75
70836,124,4785.25
71006,3,37.5
71009,32,475.75
71024,1,11.25
71037,2148,42140
71047,1191,23195
71051,43,666.75
71055,3105,75164
71073,260,4116.75
71101,2428,88617
71102,13,4209.75
71103,2724,78608.25
71104,4242,67074.25
71105,6879,178654.25
71106,9385,235123.5
71107,9744,247047
71108,5131,118117.25
71109,6475,128074.5
71110,908,39965.25
71111,13178,405226
71112,10796,210723
71115,5082,115434.75
71118,6062,138853.75
71119,3513,60850.25
71129,3436,147483.75
71134,112,3335.5
71201,7550,236038
71202,6668,150578.25
71203,8908,233699.75
71209,2,598.25
71225,39,1123.25
71280,30,4770.75
71291,8774,162212.25
71292,3619,91696.5
71301,7978,202498.75
71302,2844,72202.75
71303,5245,149121
71360,5887,150597
71405,962,19303.75
71423,3,59.25
71485,1,13
71601,6856,204748.25
71602,6146,144140.25
71603,12579,268213.75
71837,6,69
71854,11936,273233.5
71901,6052,124535.5
71913,10156,211538.25
71956,8,44.25
71964,118,2537.5
71968,43,480.75
72002,3707,59104.5
72007,1778,19802.5
72011,389,11548
72012,3480,61266.25
72015,9887,204431
72019,5587,116608.5
72022,5450,131036
72023,11902,194157
72065,163,2300
72068,15,209.5
72076,11999,261091.5
72081,342,5165.5
72082,264,5206.25
72086,1511,21904.5
72099,181,22984.5
72103,3135,63967.75
72113,6918,169922.25
72114,3989,155970.25
72116,5177,99457.5
72117,5602,173083.75
72118,6274,119603.5
72120,9459,168719.75
72135,272,4118.5
72142,760,13080.75
72143,5966,201403.5
72149,1,560.5
72152,1,54
72167,11,137.25
72176,2095,24251.25
72183,7,71
72199,186,12525
72201,614,49965.25
72202,2877,125792.75
72204,7498,172135
72205,5262,123583
72206,8705,237946.25
72207,2486,37371.5
72209,6454,242676.25
72210,3570,73925.5
72211,5364,132563.25
72212,3542,68009.25
72223,5348,106649
72227,2419,38370
72364,27,1306.75
72376,2,11.5
72401,16232,442240
72404,7018,155124.5
72411,36,745
72416,600,10833.5
72417,63,2117
72701,8503,240075.5
72703,7498,187814
72704,6367,109751.75
72712,10685,273177.5
72718,377,5294.5
72719,2733,39793
72730,1457,19060.5
72745,2476,72890
72753,1,22.75
72756,6622,199575.75
72758,8753,205399.5
72762,11714,253926.75
72764,12328,340246.75
72774,2,13
72801,5535,148319.25
72802,2503,101432
72834,1097,26416.75
72837,16,389.25
72847,191,2695.75
72858,316,8300.75
72901,7145,230190.25
72903,8297,248742.25
72904,6401,121974.75
72905,1,840
72908,4951,163375.25
72916,2419,104937
72921,361,12418.25
72923,1659,30046.5
72941,116,4238.5
72956,10676,257460.75
73003,8264,165797
73007,6,65.25
73008,7694,140692.5
73012,12304,230635
73013,19008,453203.25
73019,105,18630.75
73020,2453,41838.5
73025,2643,56070.5
73026,40,664.5
73034,12616,277813
73049,332,6729.5
73064,8445,151836.75
73065,434,8297.25
73068,777,17345.25
73069,10610,263819.25
73071,12775,251837.75
73072,12323,270515
73078,69,1109
73084,3509,51917.75
73093,7,129
73097,10,124.5
73099,24905,467030
73102,428,39318.75
73103,1816,36246.5
73104,658,39995.25
73105,2699,101181.5
73106,4663,110941.5
73107,10275,206134
73108,5197,152469.75
73109,7379,120031.75
73110,12355,243762.5
73111,5945,108282.25
73112,11504,230424.25
73114,6933,167857.25
73115,8914,141091.75
73116,4625,119370
73117,2834,60057.5
73118,6209,124842.5
73119,10135,137785.75
73120,13013,292891.75
73121,1904,41127.75
73122,4606,87088.25
73125,54,12140.25
73127,7924,277444.5
73128,2081,90210
73129,8250,203736.75
73130,9145,150457.25
73131,1735,65031
73132,8079,215779
73134,929,61081
73135,7284,172155.25
73139,5473,139572.75
73141,1700,31130
73142,4064,94828
73145,958,109823.5
73149,2458,83953.25
73150,2215,45135.5
73151,691,13389
73159,10930,223444
73160,21133,421049.25
73162,9852,215698.75
73165,1883,37194.5
73169,1210,35192.25
73170,14440,284670
73173,427,16548.25
73179,2409,154625.25
73501,6903,158242.25
73505,11544,245434
73507,3423,51642.25
73701,8517,157280.25
73703,9524,177526.75
73705,12,73
74008,6087,104031
74011,9955,168720.5
74012,22160,493050.25
74014,11580,165280
74015,2462,82390.25
74017,6817,112892.5
74019,5236,68395
74021,7421,108832
74023,1726,25252.75
74033,2340,28091.25
74036,92,1089.25
74037,6553,96158.75
74041,113,1383
74050,7,39
74053,34,330.75
74055,15641,302967.75
74063,6501,103776.25
74066,9734,151036.5
74070,3724,65933
74073,2210,33696.25
74074,6667,126412
74075,5209,143282.5
74078,46,4196
74103,183,31980.75
74104,4487,73370
74105,7942,129086.5
74106,6466,100014.75
74107,8630,203018
74108,2888,60131.25
74110,5174,95249.5
74112,8130,155437.75
74114,6617,98323.25
74115,8497,189502.75
74116,2222,191997.75
74117,169,47753
74119,686,22714
74120,2092,60429.5
74126,2541,31620.25
74127,6713,108516
74128,4351,100745.25
74129,5827,124143.75
74130,1011,14183.5
74131,1728,53328.5
74132,3656,86502.5
74133,12723,303975.75
74134,5799,112446.25
74135,6237,140661.25
74136,5914,161992
74137,7651,145028
74141,17,2016
74145,6369,242354.75
74146,3943,202171.75
74172,21,2507.25
74186,18,127.75
74363,5,2208.25
74429,714,8348.5
74730,21,356.75
74731,107,1833
74733,775,11814.25
74901,888,13123
74902,317,7550.75
74946,132,3690
74948,182,2944
74954,39,1573.75
74959,23,478
75001,2197,127160.75
75002,21228,376037.25
75006,10688,418588.75
75007,14224,242923.25
75010,6064,98922.5
75013,11464,241476
75019,10485,217080.5
75020,7815,159748.25
75021,1470,24039.75
75022,6658,63899.75
75023,14495,278642.5
75024,8787,249652.25
75025,14548,218642.25
75028,13140,168612.5
75032,14,3009.75
75033,38,3459.75
75034,27743,575477.25
75035,18491,305063.25
75038,3391,119464.5
75039,2015,73576.25
75040,17821,328882
75041,7671,293077
75042,8823,277809.75
75043,16467,315709.25
75044,12218,204938
75048,8037,134601
75050,8105,349386.75
75051,8062,191250.75
75052,23925,343852.5
75054,3440,49811.5
75056,15244,266549.25
75057,2517,87127.25
75060,9423,116734.25
75061,8221,195699
75062,8954,185407
75063,7263,218145.25
75065,3647,49528
75067,11861,190951.5
75068,7549,95681
75069,2782,76165
75070,19718,319045.75
75074,13235,412679
75075,10860,285827.75
75076,753,16027.5
75077,10902,121673
75080,10771,224454.25
75081,10004,322675.25
75082,6491,168605.75
75087,336,6872
75088,9282,162503.25
75089,10423,149308.5
75090,6560,188423.25
75092,6687,155607.75
75093,13524,325654.75
75094,6911,118589.75
75098,17501,316958.75
75099,11,11686
75104,15477,275817.75
75115,12339,271159.25
75116,5091,79290.5
75125,15,6480.75
75134,6098,146535.25
75137,6240,115481
75141,1184,58613.5
75146,5224,110703.25
75149,16669,360189.75
75150,14734,326141.25
75159,667,10266
75172,875,27221.25
75180,6075,98582.25
75181,6384,87356.5
75182,2292,72464
75201,554,43475
75202,119,16764.5
75203,2538,49256.75
75204,2229,71987.5
75205,4719,64165
75206,4794,93720.25
75207,1095,134568.5
75208,5809,83853.5
75209,3212,41000.5
75210,1279,22412.5
75211,11399,178065.5
75212,5230,167865.25
75214,7719,93363.5
75215,3263,87399
75216,12173,147628.75
75217,17861,244940.5
75218,7003,113591.5
75219,1864,53417.5
75220,5448,201619.75
75223,2448,32015
75224,6190,92347.25
75225,4981,68590.25
75226,722,39387.5
75227,12423,227687.25
75228,14261,280155.5
75229,9124,256855
75230,6316,110883.25
75231,3359,111860
75232,8191,144700.5
75233,3108,77135
75234,6850,186601.75
75235,2434,148123
75236,3059,109571
75237,2541,156958.75
75238,6716,220417.75
75240,2627,69454.5
75241,9147,180291.75
75243,8162,276179.75
75244,3427,176213.25
75246,286,10449.25
75247,1027,263600.75
75248,8829,164798.5
75249,4698,69995.5
75251,153,17666.5
75252,5744,119854.75
75253,5182,64704.5
75254,2433,67395.75
75261,143,49366
75270,2,214.5
75287,7566,162081
75371,20,104
75390,25,4320.25
75459,718,14440.5
75501,10505,265764.25
75503,7341,197834
75569,1092,24215.75
75601,5128,132799.25
75602,6161,167784.25
75603,1198,44884.25
75604,9547,250283
75605,8417,229773.75
75640,345,7163
75644,1881,48190.5
75645,493,10186.75
75647,1999,47442
75650,1606,41417
75652,55,647.25
75662,5672,157522.75
75684,5,59.75
75693,2422,51483
75701,10997,265597
75702,9251,246462.75
75703,10959,325464.5
75704,1870,37229.5
75705,209,5438
75706,1529,37266.25
75707,3472,92742.75
75708,2012,61267.25
75709,1535,41831.75
75751,4716,132362.25
75752,319,7175.75
75755,1,20.75
75757,37,686.5
75758,918,16607.25
75762,2304,43782.5
75771,2013,50490
75789,6,112.25
75791,2645,50489.5
75792,133,2343
75799,14,4227.5
75901,6276,162471.25
75904,6599,186718
75941,1011,33502.25
75949,521,11773.25
75961,2550,77835.5
75964,2547,72254.75
75965,2258,75439.5
75969,50,1363.5
76001,7840,133026
76002,10087,150480.5
76004,1,238.5
76005,168,2232.75
76006,3160,56830.5
76008,9,478.5
76010,8016,160616.25
76011,3491,225587.5
76012,6355,81132
76013,6311,102593.75
76014,7084,102348
76015,3324,49948
76016,9801,126076.25
76017,10593,122347
76018,7769,93258.75
76021,8305,103887.75
76022,2980,35788.75
76034,7213,87177.25
76036,559,10695.75
76039,6911,95780.75
76040,5983,99528.5
76051,10602,216119.75
76052,7556,159349
76053,6867,146980
76054,4030,59651
76060,2939,66089.75
76063,17254,353241.75
76071,162,2698
76078,13,194
76092,8152,141031.5
76102,1308,103904.25
76103,4173,68830.25
76104,6082,140210.75
76105,6235,87842.25
76106,9592,299894.5
76107,9974,236542.75
76108,9653,194062.25
76109,6525,140992
76110,9976,156751.5
76111,6287,133154.25
76112,10154,177775.5
76114,6963,104038.5
76115,5234,111172
76116,11316,269064
76117,8724,223244.75
76118,5131,153176.25
76119,11481,230261.75
76120,3901,65969
76123,10150,151479.25
76126,6678,125618.25
76127,294,31027.25
76129,24,2102.5
76131,11506,223866
76132,5396,154477.75
76133,15635,300522
76134,7806,171140.75
76135,4868,90511
76137,15885,324468.75
76140,7749,237174.5
76148,8896,154108
76155,384,95749.25
76164,4925,80351.5
76177,3350,205162.75
76179,19068,381944
76180,9066,237816
76182,10618,163940.5
76205,705,7229.5
76208,3235,42323
76210,11930,123558.25
76226,6032,66159.25
76240,5939,127369.5
76244,22142,387835.5
76248,13456,228241.25
76262,11181,266755
76301,7358,140586
76302,4622,105464
76305,2243,48065
76306,6542,134193.75
76308,7156,163130.5
76309,5602,83512.5
76310,6175,121160.75
76311,709,44688.5
76354,8,253.25
76367,326,7262.75
76401,566,14354.75
76501,4163,83107.25
76502,12531,245369.75
76504,6814,219230.25
76508,32,4352.75
76513,10848,217077.75
76522,6412,119673.75
76539,2155,36478.75
76541,6389,137252.25
76542,13693,274192
76543,9732,216340.25
76544,3498,157623
76548,8852,188445.75
76549,14561,277252.75
76559,1711,30012.5
76574,9,1471.25
76579,936,16368.5
76630,123,7305
76633,327,8810.75
76640,1045,22512.75
76643,5369,113878.25
76655,2051,44960.5
76657,2813,60706.75
76691,1257,29113.25
76701,877,43896.5
76704,2702,58547.5
76705,9447,228627
76706,10962,252579.5
76707,5436,67185
76708,9038,154672
76710,8117,264201.75
76711,3233,71898.5
76712,9427,336497.75
76798,2,177.5
76901,9594,156804.5
76902,2,513.5
76903,13160,229872
76904,10959,253857.5
76905,3248,54690.25
76908,92,7969
76909,13,3243
77002,814,89416
77003,3451,120649
77004,7925,182809
77005,7741,145744.25
77006,5122,106176.25
77007,11059,256628.75
77008,13138,271005.75
77009,12859,188557.75
77010,24,5460.75
77011,5276,137229.25
77012,4523,113207.5
77013,3756,147526.5
77014,6449,135433.5
77015,14750,413802.5
77016,9262,128258.5
77017,7757,175281
77018,9221,209393.5
77019,5200,114507.25
77020,8014,245630.25
77021,8324,181700
77022,7928,172004.25
77023,7327,187462
77024,8171,267720.5
77025,6614,170128.5
77026,8823,148534.75
77027,2957,128234.75
77028,5885,143257
77029,6342,308187.5
77030,2192,87551.75
77031,3503,94508.25
77032,3496,317270.75
77033,8963,160107.25
77034,8378,230752
77035,7987,186139.5
77036,8133,358707.75
77037,5831,127843
77038,6343,156944.5
77039,7482,192853.75
77040,11440,384338
77041,12498,564358.25
77042,5482,237284.75
77043,6502,286647.75
77044,10260,179440.25
77045,9667,205331
77046,68,13153.25
77047,9802,199377.5
77048,5628,127263.25
77049,9591,242442
77050,1261,20636.5
77051,4982,100031
77053,9155,167580.5
77054,2077,207891.75
77055,8762,332124.25
77056,3514,148126.75
77057,5550,225786.75
77058,3855,165695
77059,5736,95540.75
77060,6121,235805.75
77061,4872,197095.5
77062,8266,140101.25
77063,5200,208549.25
77064,12259,226627.75
77065,8269,153297.75
77066,8605,229397
77067,6292,169367.5
77068,2606,50364.5
77069,3912,69759.75
77070,10181,211992
77071,6765,143389.75
77072,11688,287522
77073,10910,312270.5
77074,6612,205851.75
77075,9506,254529.75
77076,7712,139672
77077,12036,304730
77078,3787,91574.75
77079,6840,206807.75
77080,8042,207877.75
77081,3111,197275.5
77082,10698,292441.75
77083,18860,353003.25
77084,26876,536769
77085,4832,92394.5
77086,7097,187919.25
77087,9676,236737.25
77088,14062,251165.25
77089,14201,303462.5
77090,5179,192173
77091,6134,160019.5
77092,7675,315970.5
77093,14018,247559.75
77094,3123,66153.25
77095,19697,305243.75
77096,8391,218306.75
77098,3148,91711
77099,8894,261914.25
77201,5,1848.5
77204,122,13603.5
77301,8605,203681.5
77302,6179,82205
77303,3910,114020
77304,7161,183939
77306,2873,38257
77316,4202,63928.25
77318,4480,50801.75
77327,3836,53631.5
77328,4258,45572.5
77336,4290,59328
77338,10901,291370.25
77339,8360,152944
77345,7121,79477.25
77346,17080,238749.25
77354,11745,184714.25
77355,5724,54755
77356,7799,84436
77357,6591,80249.75
77358,123,1101.5
77362,1665,16353.5
77363,17,108.75
77365,9263,150845.25
77372,4430,45396.5
77373,18437,329819
77375,15368,290116
77377,10699,178889.25
77378,2726,37577.25
77379,20693,324845
77380,5048,156108.25
77381,8517,137906.25
77382,10487,153117.5
77384,5322,118940
77385,8041,166791.5
77386,15984,299021
77388,14285,276952.25
77389,10254,203916.25
77396,12053,216424
77401,6261,129774.25
77406,8921,162795.25
77407,12434,217752.5
77429,23882,407292.75
77433,21269,387138
77441,2830,55773.75
77447,1407,15566.5
77449,31637,546118.75
77450,20536,390537
77459,19830,348976.75
77469,9896,204333.75
77471,5823,124060.75
77477,8866,329865.75
77478,9074,282418.5
77479,26867,453507.25
77489,12088,245014
77493,8747,198033.75
77494,31622,664824
77498,15026,282818.25
77501,3,1252.5
77502,9688,190969.75
77503,6985,170089.5
77504,5434,150556.5
77505,7011,176142.75
77506,8271,174142
77507,739,109582.25
77510,6531,104628.25
77511,16142,300957.75
77515,9160,191838.75
77517,3064,47117
77518,2205,28710.75
77520,12388,265193.25
77521,16517,380981.5
77523,585,32164.25
77530,10374,203674.75
77531,4676,142213.75
77532,6385,94078.75
77534,595,10211.75
77536,11342,267526.5
77539,14491,246277
77541,6717,165630
77545,7539,112277
77546,17237,319072.5
77547,2830,59555
77550,9777,179508
77551,6502,142553
77554,7566,140274
77562,4415,73797.5
77563,4636,81740
77564,11,442.75
77565,2965,67343
77566,9249,180933
77568,6187,114344.5
77571,14342,439454.75
77573,26002,454391.25
77578,6450,112670.75
77581,16222,355091.75
77583,4607,69970.25
77584,25423,477489.75
77586,7152,143585.5
77587,4670,106546.75
77590,11143,225405.5
77591,4672,87304
77598,4041,187600.75
77611,3869,82318.25
77619,6604,127585
77625,1039,20102
77627,9210,197664
77630,9831,247978.5
77632,1808,44201.5
77640,9300,205761
77642,12314,271837.75
77651,5648,121691.25
77656,5951,116864.25
77657,7172,132919.75
77662,7328,133021
77701,6164,181356.5
77702,1314,39159
77703,4615,73043.75
77705,8687,240397.5
77706,9147,239421
77707,6561,171506.25
77708,4033,97453.25
77713,3762,82111.75
77801,3396,76737.75
77802,8193,210312.5
77803,9347,176474.5
77807,3155,80886.75
77808,3146,68764.75
77840,8037,260721.75
77844,191,4209.75
77845,20082,432033.75
77901,14824,325914.5
77904,8881,254170.25
77905,586,14664
77968,11,1160.25
78006,35,582
78015,1280,28779.5
78023,8029,169615.75
78026,1568,30690
78040,10690,207313.5
78041,11330,364822.75
78043,9462,165350.5
78045,14013,470075
78046,11893,165962.75
78049,3,32.5
78064,4093,89100
78070,689,14017.25
78073,559,13551
78101,9,171.25
78108,12683,262033
78109,14018,267524.25
78112,20,1641
78123,1304,25593
78124,81,975.25
78130,23003,506713
78132,2678,66931.75
78133,8832,136908.25
78135,9,1034
78148,6508,177394.5
78150,52,8068.75
78152,74,2551.75
78154,13198,362925.5
78155,10846,257052.25
78201,12480,201595.75
78202,4142,64509
78203,2167,28841.5
78204,3853,86284.75
78205,617,48592
78206,14,6062.75
78207,12933,231898.5
78208,1352,29348
78209,12201,268829
78210,11844,173723.25
78211,8904,156094.75
78212,9330,166471.75
78213,10869,223622
78214,7097,112511.25
