zip,qualified,kw_total
78215,720,37230
78216,10401,407827.75
78217,9242,318811
78218,9888,367850.75
78219,5433,295847
78220,6025,129179.5
78221,10049,160289
78222,7195,138477.5
78223,15146,273273.5
78224,5092,112554.75
78225,3949,49637.75
78226,1964,117494.5
78227,12918,289153.75
78228,17365,298226.75
78229,3839,198921
78230,11047,258304.25
78231,3161,68407.75
78232,11201,248586.25
78233,15330,370920
78234,1172,65775.75
78235,215,21677
78236,894,76602
78237,10519,169105.25
78238,7169,248441.25
78239,10517,219353.5
78240,12575,287378.5
78242,8164,145086.25
78243,135,15635.5
78244,10164,188157.25
78245,20592,360614.75
78247,17556,349607.75
78248,4657,86144.25
78249,14830,365684.75
78250,17946,265858.25
78251,14544,342392.75
78252,2721,60788.75
78253,12257,245185.5
78254,16496,274652
78255,3207,63203.5
78256,2112,67781.5
78257,2461,89612.5
78258,13124,316196.5
78259,8294,202012.25
78260,9490,179316.25
78261,6407,123409.5
78263,187,3633.25
78264,3,96.25
78266,2637,78339.75
78284,25,7442
78288,36,14727
78335,4,59.75
78336,4982,93691.25
78358,95,2408.25
78359,733,11429
78362,1474,32544
78370,952,23679.25
78373,3489,75099
78374,5382,131911
78380,5825,109942.75
78382,10397,193152.75
78387,2941,55124.75
78390,2184,42654
78401,1417,60566
78402,147,5682.75
78404,5731,92611.5
78405,5398,107972.75
78406,218,22776
78407,1373,33070.75
78408,4352,132386
78409,1291,56156.5
78410,8701,184193.5
78411,9050,196332.5
78412,5486,125040.75
78413,310,8143.5
78415,11982,218288
78416,4921,83484.5
78417,1466,28104.5
78469,36,2470.5
78501,18291,470532.5
78503,6237,240165
78504,16483,367021.5
78516,9064,147043.25
78520,13240,282333.75
78521,20611,472385.75
78526,10378,212733.75
78539,10610,233837.25
78541,5451,130990
78542,9193,154825.75
78572,16290,346527
78573,10502,185835.25
78574,6699,110068.75
78577,15590,317255.25
78589,10519,167356.75
78596,11,146.75
78602,1957,51901.75
78610,5109,103223
78613,23374,454650.25
78617,756,14061.75
78623,160,4452.25
78626,54,3481
78628,757,13649.5
78634,4655,81358.5
78641,12677,232994.75
78652,1777,31655
78653,168,3480.25
78655,9,102.25
78660,26231,490435.5
78664,16239,341017.5
78665,12693,264301.75
78666,11992,331226
78681,16734,324166.25
78701,1118,84044
78702,5772,116412.25
78703,5414,101766
78704,9528,228174
78705,2263,92440
78710,40,18098.5
78712,92,23635
78717,7366,150668.25
78719,737,37370.5
78721,3042,69886.5
78722,1703,27495.25
78723,7200,159474.25
78724,1245,30684
78725,412,14529
78726,2914,76098.5
78727,7456,155883.5
78728,4985,165081.75
78729,7320,172231.5
78730,2707,71338.5
78731,7395,148000.75
78732,10,473.5
78733,3239,58375.25
78735,4708,138161.25
78736,2003,33720.5
78737,966,18066
78738,123,2982.25
78739,5601,96305.75
78741,5487,167405.5
78742,264,5965.25
78744,9766,302995.5
78745,15885,320226.25
78746,9270,235065.25
78747,5776,88963.75
78748,14606,247749
78749,10719,192404.25
78750,8070,153080
78751,2757,58408.75
78752,3140,116553
78753,9559,300486.5
78754,5476,152869
78756,2193,46868.75
78757,6902,158792.75
78758,8823,350789.5
78759,10367,252368.25
78772,9,8234.75
79015,6362,125321.75
79016,8,1698.75
79101,1376,62701
79102,3445,59911.25
79103,3858,66611.75
79104,2753,44586.75
79106,10230,177413
79107,10896,152687.25
79108,4978,93076.5
79109,15233,283894.5
79110,8101,124113.5
79111,339,30460.75
79116,1,34
79118,8739,184336
79119,5030,112481
79120,5,32.25
79121,2494,51959.5
79124,3092,72292.5
79363,511,7360.5
79364,12,389.25
79382,41,1121.5
79401,1841,73997.25
79402,2,841.75
79403,4552,121566
79404,4571,252680
79407,5285,116088.25
79408,1,299.25
79409,80,11304.25
79410,3680,67643.75
79411,2540,32379
79412,4773,92258.75
79413,8005,160974.75
79414,5225,99228.5
79415,4766,117556.25
79416,9949,184043.25
79423,13498,258696
79424,16983,361205.25
79430,39,2991.75
79491,9,419.25
79504,960,13860.25
79508,563,8371.5
79510,2175,34390.5
79525,17,1707.5
79536,1272,22452.75
79562,483,8569.75
79563,570,16401
79601,7768,208427.25
79602,10087,240825.5
79603,9218,194388
79605,11223,229744.75
79606,8352,182503.75
79607,629,28252
79697,14,2647.5
79699,50,9111.5
79701,11783,271596.5
79703,7514,156964
79705,12839,299749.75
79706,10278,247236.25
79707,11407,267609.25
79758,147,3530.5
79761,11696,277079.75
79762,13934,319502
79763,10176,192981.5
79764,8351,180911
79765,5247,157640.75
79766,1198,49007.25
79901,2229,82870
79902,5587,124100.75
79903,5929,78978.5
79904,9342,152193.25
79905,6920,140865.5
79906,1518,107347.25
79907,14482,268093
79908,850,16539.25
79910,2,3003.75
79911,200,2919.75
79912,19982,383090
79915,11082,228289.75
79916,265,22627
79918,661,44234.75
79922,3306,69323.5
79924,17956,310531.25
79925,11879,309595
79927,662,23759.5
79928,404,28365.5
79930,7556,95989
79932,5726,90390.5
79934,2419,25719.5
79935,5121,136539.75
79936,31973,579153.25
79938,287,5413.75
80002,4430,91489.25
80003,9353,114069.25
80004,9504,113929
80005,9169,109640
80007,2998,38862.75
80010,6683,93749
80011,10423,340712.25
80012,8728,167942.75
80013,19502,190877
80014,6797,134613.75
80015,19232,204538.75
80016,14779,245173
80017,7514,87964.25
80018,3725,39639.75
80019,717,26977.5
80020,15228,232915.25
80021,8624,161345.75
80022,14360,246279
80023,6334,117346.5
80025,3,28
80026,8391,114966.5
80027,9134,141386.5
80030,3191,44550.25
80031,9328,124615.75
80033,7056,134965
80045,119,17621
80108,374,7951.5
80110,6432,162389.75
80111,7820,178883.25
80112,7762,314082.75
80113,6149,83861.25
80118,3,51.25
80120,6629,115597
80121,5973,77634.5
80122,8992,125700
80123,12073,179706
80124,4811,96260.5
80125,192,16369.75
80126,10115,115394.25
80127,13404,175093
80128,10391,124327.75
80129,7502,90895.5
80130,6455,71117
80132,6023,97796.25
80133,305,4808.25
80134,15262,209947.75
80137,43,1998.25
80138,8979,116655.75
80165,4,417
80202,403,33276.25
80203,1389,35663.5
80204,5435,139275.5
80205,6632,94322
80206,4147,50875.25
80207,5757,75119
80209,5641,60944.75
80210,9211,96503
80211,7265,79719.75
80212,4534,38905.25
80214,4774,81703
80215,5057,104033.75
80216,3772,357851.5
80218,2203,31957.25
80219,11666,105570
80220,7165,70730.5
80221,9718,141092.5
80222,5068,94692.5
80223,4987,148070.75
80224,3917,66520.5
80226,7788,124454.5
80227,7682,115823.75
80228,8604,123138.75
80229,11272,185286.75
80230,1645,36541.5
80231,4783,102254.75
80232,6116,68344.75
80233,12154,139394.5
80234,6233,106199.25
80235,1504,34328.75
80236,3440,39339.25
80237,3682,82434
80238,5240,125116
80239,8733,348383.25
80241,9007,121536.25
80243,3,20.25
80246,1645,44875.5
80247,2128,61280.25
80249,7501,89980.5
80257,2,134
80260,5373,75801.75
80262,6,531.25
80264,2,149.75
80265,1,237.75
80266,9,7192.5
80271,13,445
80290,0,
80293,2,244.25
80294,2,549.25
80299,0,
80301,5628,179114
80302,2517,41925.25
80303,5244,93732.25
80304,5726,59219.75
80305,4293,45815.25
80309,243,19404
80401,8329,155719.5
80403,4902,82456.25
80465,4083,45358
80503,501,18044.75
80512,266,2372
80514,257,4096.5
80516,6619,87146.75
80521,7396,105080.25
80524,10922,205082.25
80525,14574,261305.5
80526,12075,137622.5
80528,5741,93052.5
80534,1096,19563.75
80535,688,7331.25
80537,13112,211167
80538,16022,273264.75
80543,41,518.25
80547,799,12922.25
80550,3083,53210
80601,10205,157170
80602,11324,141508.25
80603,4291,56840.5
80620,5216,84181.75
80621,79,871
80631,11495,225551.25
80634,18131,335682.5
80639,10,1011.25
80640,3609,94828.25
80642,93,957.75
80645,94,1312.75
80817,8011,118977.25
80829,347,4804.5
80840,735,40861.5
80902,1234,33610
80903,3424,83353
80904,6481,94735
80905,4226,71810.25
80906,9560,190393
80907,7898,198692.25
80908,2571,45523.25
80909,9230,178834.5
80910,6145,120205.5
80911,10629,134313.5
80913,1071,99008.5
80914,286,14247.5
80915,6444,138038
80916,8470,164204.25
80917,7695,106271
80918,13194,210400.75
80919,9166,143700.5
80920,12068,213979
80921,5851,105580.75
80922,8766,110645.5
80923,8760,111869.75
80924,1908,31128.75
80925,691,9990.25
80926,24,578
80927,341,4406.25
80929,48,1551
80938,9,501.75
80943,7,215
80945,4,190.75
80947,12,650
80950,10,3308.75
80951,1,198.5
80995,1,1161.75
81001,8896,135542.25
81003,4736,80457.5
81004,7681,87605.25
81005,11001,164924.75
81006,4439,87268.5
81007,7216,137801.5
81008,3747,91270.25
81011,1,91.75
81022,1,9.75
81330,52,623.5
81334,1,4.75
81401,8,167.5
81415,1,29
81501,6914,132736
81503,5677,76350.75
81504,10072,136976
81505,3997,120823
81506,4062,82491.25
81507,5504,82864
81520,3483,42527
81521,5204,76119.75
81526,348,4663
82001,11695,182067.5
82005,182,13380.75
82007,6471,113068.75
82009,9723,165577.5
82190,351,7623.25
82601,8358,163230.75
82604,9495,161057.25
82609,5480,129982
82636,1148,23427.75
82644,148,1170.75
82714,17,230.5
83201,9942,181940
83202,5269,102210.75
83204,3393,47014.5
83209,11,2624
83301,16194,326395.5
83328,986,19982.5
83341,1224,22424.5
83401,10266,199209.75
83402,7556,162682.5
83404,6853,120537
83406,4857,90836
83427,543,7659.25
83501,11725,186381.75
83605,10818,205499.75
83607,5951,93314.5
83616,10086,190017.25
83634,635,9732.25
83642,15944,354305.75
83644,18,269.75
83646,18762,303555
83651,10262,175414
83669,1462,26293.5
83686,14906,229398.5
83687,11775,269529.25
83702,6153,107426.5
83703,5270,74473.75
83704,12052,240292.25
83705,8304,188734.5
83706,9123,156060.75
83708,2,960.25
83709,20639,356596.75
83712,2456,39826.5
83713,9668,173553.25
83714,7722,154237.75
83716,5228,129657.75
83724,43,1962.25
83725,17,3842.5
83814,7056,130304.75
83815,11993,235729.25
83833,49,794.75
83835,7784,141303.25
83854,14596,230013.25
83858,4078,63502.75
84003,11180,193616.25
84004,2035,34966.75
84006,36,3333
84009,7006,104091.75
84010,11688,197239.25
84014,1852,19332.5
84015,17243,346096.25
84020,12154,250352.5
84025,4997,83996
84037,9746,152959.25
84040,6780,91496
84041,12885,241687.75
84042,2617,67948.25
84043,13805,212356
84044,7581,88734.25
84045,1,9
84047,7569,157615.75
84054,5120,127686.25
84056,1064,89185.5
84057,8456,162073.5
84058,6669,156642.75
84062,7239,114681
84065,10552,193756.25
84067,11694,149252.75
84070,7664,184472.75
84075,6780,96109.25
84081,10921,170338.75
84084,9931,153847.75
84087,4034,69607
84088,9565,176393.75
84092,8634,128966.25
84093,7388,113216
84094,8352,125312.25
84095,9553,188466.5
84096,10015,143315.75
84097,5605,106522.75
84101,1148,80922.5
84102,2913,48295.25
84103,5016,80596.5
84104,6280,495633.25
84105,6742,58564.75
84106,9653,126742.25
84107,8308,210752
84108,5651,91149.25
84109,6939,102786.25
84111,1691,51152
84112,108,18895.5
84113,41,2014.75
84115,7092,238298.25
84116,7664,248274.5
84117,6642,123767.5
84118,18538,243421.25
84119,11414,376309.75
84120,12777,219924
84121,11717,202692
84123,9251,180707
84124,5657,84553.5
84128,7594,96766.75
84129,721,11218.25
84132,31,6611.5
84138,10,978.5
84143,12,550.75
84148,8,1713.25
84150,14,2217.5
84184,2,850.25
84190,5,1711.75
84199,5,3525.75
84201,1,1211
84310,0,
84315,796,10425.5
84318,892,16924
84321,9529,229191.25
84322,32,1817
84326,120,1737.75
84332,2343,37832.5
84335,2242,42482.75
84339,4,238
84340,459,7648.25
84341,4088,113357.25
84401,9609,235008.5
84403,9888,140539.25
84404,15856,347181.5
84405,9135,173911.25
84414,7800,118694.25
84532,3401,45464
84535,4,41.5
84536,47,1658
84601,6704,112881
84604,5418,145015.75
84606,4066,100180.75
84660,6568,137503.25
84663,6229,122423.25
84664,979,15387.75
84720,1,14.5
84737,411,6715
84738,2504,30026.25
84757,8,60.75
84758,25,288.25
84763,6,48.75
84764,127,4462.75
84765,2094,29724
84767,70,752.75
84770,12328,188919
84773,3,30.75
84775,17,228.25
84776,201,2836.25
84779,4,47.75
84780,3511,54056.25
84790,12955,212949
85003,2227,49004.5
85004,1627,88189.5
85006,7047,101747.75
85007,4887,118356.5
85008,10566,229772
85009,13482,432697
85012,2228,67236.25
85013,5633,118733.75
85014,6673,127790.5
85015,8257,153746.5
85016,10139,224974.25
85017,7912,197749.25
85018,11914,278326.5
85019,6734,145975.25
85020,10449,185054
85021,9251,189965.75
85022,15012,258040.25
85023,9899,197031.5
85024,7717,124623
85026,4,838.5
85027,12069,312536.25
85028,8123,182107
85029,12184,238880.75
85031,6915,164624.25
85032,20823,380498
85033,12324,221492
85034,3176,284998
85035,9622,175919
85037,12999,203480.5
85040,9518,312146.25
85041,17879,292210.5
85042,12617,216706
85043,10054,546091.5
85044,12587,249664
85045,2320,40805.25
85048,11564,221680.25
85050,10684,192501.5
85051,11270,199977.25
85053,8992,170222.5
85054,1326,58822
85083,6357,119847.5
85085,4167,94333.5
85118,6181,108595.5
85119,10046,141389
85120,14206,185498.75
85132,3313,54754
85140,10658,188777
85142,20431,450107.25
85143,13272,222675.25
85201,10426,226004.75
85202,9253,238592.5
85203,10263,209062.25
85204,16777,298308.25
85205,16914,285321.25
85206,14716,271641.75
85207,19058,338208.5
85208,15844,246065.5
85209,16214,298793.5
85210,8963,238099.75
85212,7451,204858.5
85213,11463,227456.25
85215,8367,192948.25
85224,13732,279235.75
85225,20288,375682.5
85226,12657,329311.75
85233,12829,291015
85234,16478,293072.25
85248,15996,372647.5
85249,16088,327524
85250,7298,140814.5
85251,10566,253207.75
85253,8361,277030.75
85254,16636,354579.75
85255,17282,452719.75
85256,1798,36633.25
85257,9508,190787.25
85258,10552,252429.5
85259,8611,227119.75
85260,12832,410791.75
85262,6255,149096.25
85266,6891,157795.25
85268,10372,203024
85281,10836,365543.5
85282,14924,409353
85283,12057,286026.25
85284,7227,244504.25
85286,13508,310986.75
85295,13503,254793.75
85296,14647,256416.25
85297,10522,217078.25
85298,12620,296760.75
85301,12941,267647.25
85302,10770,199997.25
85303,8848,148597.25
85304,8717,151913.5
85305,3252,78727.5
85306,8073,151394.5
85307,2914,87504.5
85308,22975,444822.75
85309,258,26792.25
85310,7563,137522
85323,11543,212907
85326,15132,265317
85329,154,1899.75
85331,14433,295288.75
85335,10892,168712.5
85338,12336,292972
85339,13512,249306
85340,10069,235998
85345,19226,323922.75
85350,221,4903.25
85351,16969,373888.5
85353,10717,337169
85355,4071,84196.75
85363,2242,33592.25
85364,20162,415488
85365,14078,323594.5
85367,8661,71996.75
85373,8902,174779.75
85374,18266,352243.25
85375,17090,345415.5
85377,234,6560.5
85378,3439,57198.75
85379,14456,292713.25
85381,8445,175117.5
85382,14930,324056
85383,17937,397566.25
85387,3566,69729
85388,9266,167638.5
85392,11197,220130.25
85395,11335,270418
85396,3271,68089.25
85607,5770,89702.5
85621,3246,105963.5
85626,111,1364.5
85648,2259,45053
85658,3454,74535.25
85701,1907,45487.75
85704,11749,270133.25
85705,15198,303059
85706,12893,244333.25
85707,737,45515.5
85708,665,11577.25
85709,32,4710.25
85710,17101,388542.75
85711,13476,277674.5
85712,10221,185233.25
85713,13838,256301
85714,4977,115568.5
85715,7265,151884.25
85716,10785,176203.5
85718,11410,277919.5
85719,12017,224432.25
85721,55,6266
85723,40,2574
85724,18,1903.25
85726,4,680.75
85730,12783,225630
85735,196,3245.5
85736,15,264
85737,8156,167097.25
85739,75,2354
85741,11363,226777.25
85742,10041,163083.5
85743,2204,37509.75
85745,12655,239318
85746,12604,203028
85747,8331,148845.25
85748,7671,148249.5
85749,8482,193013.5
85750,10232,215135.25
85755,7414,154600
85756,7315,212999.5
85757,2273,35590.5
85901,3935,72776.75
85929,1950,30276.75
86001,8432,164662.5
86004,6905,126695.25
86005,55,397.75
86011,17,3686.25
86040,2607,54391.25
86301,10028,198046.25
86303,4576,69978.25
86305,5215,97073.75
86314,13469,243757.25
86315,1754,29958.5
86323,3547,59287.75
86325,13,112
86327,2145,35918.5
86329,109,1675.5
86336,7013,118461.75
86351,1872,20324.25
86403,8856,239439
86404,7532,180959
86406,11481,258018.75
86434,1,83.5
87002,5216,83778
87004,10,295.5
87008,635,7048.75
87015,1134,18981
87022,99,1230.5
87031,7120,123099
87035,1179,21412.75
87042,1180,15448.75
87047,223,3023.25
87048,4440,76209.25
87059,675,10183
87060,17,210.75
87068,1349,19563.5
87101,14,81
87102,7801,190275
87104,4971,91095.25
87105,20879,327608
87106,8840,217186
87107,14040,361927
87108,10764,225570
87109,12553,368187.5
87110,15460,331030
87111,19412,383412
87112,15961,296883.75
87113,6198,169802.25
87114,21643,408674.25
87116,1593,93316
87120,21382,346872.75
87121,21091,372483
87122,3697,78984.5
87123,13785,272974
87124,20329,394956.5
87144,2411,43798.75
87401,11196,238689.75
87402,2691,65185
87501,8343,146210.75
87505,13010,268376.5
87506,1866,39803.25
87507,13848,262644
87508,3298,72496
88001,12040,247530
88003,174,19314.75
88005,10425,233862
88007,5694,110947
88008,327,5987.5
88011,8018,180788.75
88012,5691,86751.5
88032,41,514.75
88046,160,2066.75
88047,21,487.5
88063,2769,50819.75
89002,11053,161363.5
89005,5631,105644.75
89009,17,3609.25
89011,7950,143486.25
89012,11058,175347.25
89014,9434,201160.25
89015,12717,189413
89030,7023,103168.5
89032,7935,141170.5
89044,2,36
89052,12359,227973.5
89074,15565,240446.5
89101,7084,140425.75
89102,7183,198674
89103,9623,233873.75
89104,10391,165017.25
89106,6796,133012.25
89107,9481,141116.5
89108,16703,235035.5
89109,1245,125231.25
89110,16978,234097
89113,8012,147131.5
89115,3528,53890.75
89116,14,254.25
89117,16123,279313.5
89118,5637,268592
89119,8234,311775.5
89120,6933,151076.75
89121,14713,256847
89122,13999,186557.25
89123,16571,261781.25
89128,10095,153945
89129,14124,201032.75
89130,1116,26915.25
89134,11628,174335.25
89135,11132,212017
89138,2440,35305.5
89139,12890,180818.5
89141,8768,124482.75
89142,8295,91782
89144,6303,114147.25
89145,7428,116614
89146,4991,121743
89147,14620,217086
89148,9002,120486.25
89151,99,3991.75
89152,93,3283.5
89153,63,2753
89154,3,126.25
89156,6569,86645.5
89158,23,403.75
89166,11,181.25
89169,2844,63506.75
89178,4317,60212.25
89183,9084,121179.75
89191,2,229.25
89403,55,2062.75
89410,51,1623.25
89423,4299,104035.75
89431,9505,373086.75
89433,6252,79896
89434,7224,191177.75
89436,13167,237051.75
89439,120,2710.75
89441,4033,99148.5
89501,621,27345.75
89502,10049,368688.5
89503,7681,112464.5
89506,11847,307001.75
89508,733,11481.75
89509,10104,187325
89510,48,4584.75
89511,8548,244167.5
89512,5353,157707.5
89519,3628,62974.25
89521,9469,220311
89523,10643,199107.25
89557,36,5953
89595,12,2384.75
89701,8280,184197.25
89703,3101,58792.25
89705,1957,33675
89706,6340,155428
89711,16,875.25
90001,9817,124055.75
90002,8422,77513.75
90003,11686,109247.5
90004,6603,95585
90005,1735,39388.25
90006,4506,74218.75
90007,4007,94818
90008,6105,93627.75
90010,305,19558.5
90011,12824,154249.75
90012,1599,80580.75
90013,558,36999.75
90014,238,12887.25
90015,1709,83698.75
90016,9294,116059.25
90017,563,24896.25
90018,8282,87032.75
90019,10625,120009.5
90020,1608,53107.5
90021,1621,127705.75
90022,10931,112597.5
90023,7404,128226
90024,3629,70600.25
90025,4746,104588.25
90026,9920,98625.75
90027,6618,103434.5
90028,2110,66687
90029,3720,56812.75
90031,5800,72204.75
90032,8185,82919
90033,6310,90545.5
90034,6974,125260.5
90035,5311,71266.5
90036,5530,84978
90037,8357,88713.5
90038,3201,72355.75
90039,7175,92193
90040,3301,311875.75
90041,5675,56902.75
90042,9565,83030.25
90043,11943,106473.5
90044,15339,141231.75
90045,10583,209019.25
90046,6836,117807.5
90047,12905,109450.5
90048,4606,63245.5
90049,8202,140208.25
90052,33,11398
90056,2615,55207.75
90057,1440,45071.5
90058,2110,367544.5
90059,6993,83559
90061,5810,94909
90062,6602,58053.75
90063,9145,87870.25
90064,7028,91718.25
